onset	duration	trial_type	ExcludeBlock	RT	ExpValueLeft	ExpValueRight	Choice_isLeft	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage
6.005641252	2.7	forage	0	2.735	n/a	n/a	n/a	28.39483929	88.33333333	20	30.28610231	0
11.64905565	2.7	engage	0	1.532	27.3	17.6	1	n/a	n/a	n/a	n/a	n/a
20.49061251	2.7	forage	0	1.404	n/a	n/a	n/a	-17.87537347	70	5	64.60349077	0
26.44812849	2.7	engage	0	0.551	10.6	89.4	0	n/a	n/a	n/a	n/a	n/a
38.69247293	2.7	forage	0	1.669	n/a	n/a	n/a	28.34402864	86.66666667	5	26.38622303	1
50.25401224	2.7	forage	0	1.079	n/a	n/a	n/a	-13.47240414	63.33333333	10	58.14020925	0
55.99634414	2.7	engage	0	0.644	43	76.45	0	n/a	n/a	n/a	n/a	n/a
64.69078616	2.7	forage	0	1.855	n/a	n/a	n/a	7.965893734	70	5	41.17599718	1
73.15134988	2.7	forage	0	2.126	n/a	n/a	n/a	-15.97044414	68.33333333	10	60.5	0
80.84763357	2.7	engage	0	1.61	45.1	11.7	1	n/a	n/a	n/a	n/a	n/a
91.23462996	2.7	forage	0	1.059	n/a	n/a	n/a	-3.150795567	88.33333333	10	60.11712188	0
100.78093	2.7	engage	0	0.933	58.85	14.85	1	n/a	n/a	n/a	n/a	n/a
112.5202011	2.7	forage	0	0.969	n/a	n/a	n/a	-0.868447261	76.66666667	5	55.69963785	0
120.4424266	2.7	engage	0	1.628	41.6	42.9	1	n/a	n/a	n/a	n/a	n/a
131.7367681	2.7	forage	0	1.656	n/a	n/a	n/a	1.55248227	93.33333333	5	56.09579498	0
139.5911695	2.7	engage	0	0.542	93.5	24.6	1	n/a	n/a	n/a	n/a	n/a
149.4818868	2.7	forage	0	1.98	n/a	n/a	n/a	-14.83510722	68.33333333	5	61.91947085	0
156.1735592	2.7	engage	0	0.733	50	79.2	0	n/a	n/a	n/a	n/a	n/a
166.3799689	2.7	forage	0	1.783	n/a	n/a	n/a	17.80150898	81.66666667	10	36.65089784	1
176.0806535	2.7	forage	0	0.91	n/a	n/a	n/a	-16.53131633	71.66666667	10	64.60349077	0
181.8410971	2.7	engage	0	2.967	31.6	33.6	0	n/a	n/a	n/a	n/a	n/a
191.805303	2.7	forage	0	1.993	n/a	n/a	n/a	32.32701239	80	10	20.56254716	1
201.3468678	2.7	forage	0	1.421	n/a	n/a	n/a	8.523778147	71.66666667	20	42.53654243	0
208.1537024	2.7	engage	0	3.013	25.95	33.2	1	n/a	n/a	n/a	n/a	n/a
220.7152492	2.7	forage	0	1.192	n/a	n/a	n/a	-19.27239911	76.66666667	5	70.4617474	0
226.4235498	2.7	engage	0	1.698	32.6	35.75	1	n/a	n/a	n/a	n/a	n/a
235.2104432	2.7	forage	0	1.731	n/a	n/a	n/a	-6.684063511	65	10	49.5	0
242.1182596	2.7	engage	0	0.789	13.3	68.4	0	n/a	n/a	n/a	n/a	n/a
252.6610092	2.7	forage	0	1.906	n/a	n/a	n/a	-27.96489446	55	5	67.3110256	0
260.4171505	2.7	engage	0	0.884	37.4	69.55	0	n/a	n/a	n/a	n/a	n/a
270.4755471	2.7	forage	0	1.034	n/a	n/a	n/a	-21.13253022	70	10	69.07741059	0
276.1495402	2.7	engage	0	0.728	108.55	50.4	1	n/a	n/a	n/a	n/a	n/a
285.4909051	2.7	forage	0	1.114	n/a	n/a	n/a	-10.68722398	66.66666667	10	56.09579498	0
293.2984411	2.7	engage	0	1.28	44	54	0	n/a	n/a	n/a	n/a	n/a
302.6891483	2.7	forage	0	3.307	n/a	n/a	n/a	14.11855708	78.33333333	10	41.12509431	1
312.6605304	2.7	forage	0	1.135	n/a	n/a	n/a	-3.39649414	66.66666667	10	52.6783864	0
319.2801586	2.7	engage	0	0.613	58.5	86.5	0	n/a	n/a	n/a	n/a	n/a
329.6251846	2.7	forage	0	1.425	n/a	n/a	n/a	34.93528662	80	20	20.30581963	0
336.4330798	2.7	engage	0	0.992	11.25	18.6	0	n/a	n/a	n/a	n/a	n/a
346.5238557	2.7	forage	0	0.901	n/a	n/a	n/a	-14.0783143	68.33333333	5	63.6050752	0
355.1946689	2.7	engage	0	0.763	40.7	60.6	0	n/a	n/a	n/a	n/a	n/a
364.5347698	2.7	forage	0	1.254	n/a	n/a	n/a	16.90471472	81.66666667	10	38.14589306	1
377.5878996	2.7	forage	0	0.942	n/a	n/a	n/a	-18.67311	60	5	61.91061818	0
385.3462849	2.7	engage	0	1.184	51.6	40	1	n/a	n/a	n/a	n/a	n/a
395.3341118	2.7	forage	0	0.945	n/a	n/a	n/a	-16.56615529	75	10	67.46816056	0
402.0421094	2.7	engage	0	1.791	57.85	39.9	1	n/a	n/a	n/a	n/a	n/a
412.3338798	2.7	forage	0	2.04	n/a	n/a	n/a	14.2096474	78.33333333	10	40.42545647	1
424.3980294	2.7	forage	0	0.759	n/a	n/a	n/a	-23.14586791	71.66666667	5	70.4617474	0
431.0399962	2.7	engage	0	0.719	16.2	72.15	0	n/a	n/a	n/a	n/a	n/a
440.9983863	2.7	forage	0	1.112	n/a	n/a	n/a	-0.465410861	73.33333333	10	50.64669785	0
447.9060508	2.7	engage	0	0.472	53.7	82	0	n/a	n/a	n/a	n/a	n/a
